Wert,Erwerbsstatus,Wirtschaftsabschnitt,Quartal
34.2,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q1
33.4,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q2
22.2,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q3
33.2,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2014Q4
37,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q1
36.2,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q2
40.4,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q3
41.4,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2015Q4
41.7,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q1
39.3,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q2
43.1,Selbständige,"..... Sonstige Herstellung von Waren, Reparatur und Installation",2016Q3
0,Selbständige,> Energieversorgung,2002Q1
0,Selbständige,> Energieversorgung,2002Q2
0,Selbständige,> Energieversorgung,2002Q3
0,Selbständige,> Energieversorgung,2002Q4
0,Selbständige,> Energieversorgung,2003Q1
0,Selbständige,> Energieversorgung,2003Q2
0,Selbständige,> Energieversorgung,2003Q3
0,Selbständige,> Energieversorgung,2003Q4
0,Selbständige,> Energieversorgung,2004Q1
0,Selbständige,> Energieversorgung,2004Q2
0,Selbständige,> Energieversorgung,2004Q3
0,Selbständige,> Energieversorgung,2004Q4
0,Selbständige,> Energieversorgung,2005Q1
0,Selbständige,> Energieversorgung,2005Q2
0,Selbständige,> Energieversorgung,2005Q3
0,Selbständige,> Energieversorgung,2005Q4
0,Selbständige,> Energieversorgung,2006Q1
0,Selbständige,> Energieversorgung,2006Q2
0,Selbständige,> Energieversorgung,2006Q3
0,Selbständige,> Energieversorgung,2006Q4
0,Selbständige,> Energieversorgung,2007Q1
0,Selbständige,> Energieversorgung,2007Q2
0,Selbständige,> Energieversorgung,2007Q3
0,Selbständige,> Energieversorgung,2007Q4
0,Selbständige,> Energieversorgung,2008Q1
0,Selbständige,> Energieversorgung,2008Q2
0,Selbständige,> Energieversorgung,2008Q3
0,Selbständige,> Energieversorgung,2008Q4
0,Selbständige,> Energieversorgung,2009Q1
1.5,Selbständige,> Energieversorgung,2009Q2
1.4,Selbständige,> Energieversorgung,2009Q3
1.5,Selbständige,> Energieversorgung,2009Q4
1.5,Selbständige,> Energieversorgung,2010Q1
1.5,Selbständige,> Energieversorgung,2010Q2
1.5,Selbständige,> Energieversorgung,2010Q3
1.5,Selbständige,> Energieversorgung,2010Q4
1,Selbständige,> Energieversorgung,2011Q1
1.6,Selbständige,> Energieversorgung,2011Q2
1.6,Selbständige,> Energieversorgung,2011Q3
2.1,Selbständige,> Energieversorgung,2011Q4
2.1,Selbständige,> Energieversorgung,2012Q1
2.1,Selbständige,> Energieversorgung,2012Q2
2.1,Selbständige,> Energieversorgung,2012Q3
2.1,Selbständige,> Energieversorgung,2012Q4
2.1,Selbständige,> Energieversorgung,2013Q1
2.2,Selbständige,> Energieversorgung,2013Q2
1.6,Selbständige,> Energieversorgung,2013Q3
1.6,Selbständige,> Energieversorgung,2013Q4
1.5,Selbständige,> Energieversorgung,2014Q1
1.5,Selbständige,> Energieversorgung,2014Q2
0,Selbständige,> Energieversorgung,2014Q3
0,Selbständige,> Energieversorgung,2014Q4
0.9,Selbständige,> Energieversorgung,2015Q1
0.9,Selbständige,> Energieversorgung,2015Q2
0.9,Selbständige,> Energieversorgung,2015Q3
0.9,Selbständige,> Energieversorgung,2015Q4
0.9,Selbständige,> Energieversorgung,2016Q1
0,Selbständige,> Energieversorgung,2016Q2
0.8,Selbständige,> Energieversorgung,2016Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q2
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2002Q4
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q2
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2003Q4
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q2
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2004Q4
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q2
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2005Q4
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q2
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2006Q4
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q2
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2007Q4
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q2
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q3
0.8,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2008Q4
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q1
1.8,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q2
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2009Q4
1.8,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q2
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q3
0.5,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2010Q4
2.5,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q1
1,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q2
3,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q3
2,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2011Q4
1,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q1
1,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q2
1,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q3
1,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2012Q4
2,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q1
2,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q2
2,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q3
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2013Q4
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q1
0,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q2
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q3
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2014Q4
1.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q1
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q2
1.8,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q3
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2015Q4
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q1
2.8,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q2
0.9,Selbständige,"> Wasserversorgung, Beseitigung von Umweltverschmutzungen",2016Q3
0,Selbständige,> Baugewerbe/Bau,2002Q1
0,Selbständige,> Baugewerbe/Bau,2002Q2
2.8,Selbständige,> Baugewerbe/Bau,2002Q3
3.8,Selbständige,> Baugewerbe/Bau,2002Q4
4.7,Selbständige,> Baugewerbe/Bau,2003Q1
3.8,Selbständige,> Baugewerbe/Bau,2003Q2
3.9,Selbständige,> Baugewerbe/Bau,2003Q3
5.7,Selbständige,> Baugewerbe/Bau,2003Q4
6.7,Selbständige,> Baugewerbe/Bau,2004Q1
8.7,Selbständige,> Baugewerbe/Bau,2004Q2
10.2,Selbständige,> Baugewerbe/Bau,2004Q3
13,Selbständige,> Baugewerbe/Bau,2004Q4
11.1,Selbständige,> Baugewerbe/Bau,2005Q1
18.8,Selbständige,> Baugewerbe/Bau,2005Q2
26,Selbständige,> Baugewerbe/Bau,2005Q3
26.1,Selbständige,> Baugewerbe/Bau,2005Q4
30.9,Selbständige,> Baugewerbe/Bau,2006Q1
32,Selbständige,> Baugewerbe/Bau,2006Q2
36.5,Selbständige,> Baugewerbe/Bau,2006Q3
38.4,Selbständige,> Baugewerbe/Bau,2006Q4
45.9,Selbständige,> Baugewerbe/Bau,2007Q1
50.2,Selbständige,> Baugewerbe/Bau,2007Q2
55.6,Selbständige,> Baugewerbe/Bau,2007Q3
59.2,Selbständige,> Baugewerbe/Bau,2007Q4
72.6,Selbständige,> Baugewerbe/Bau,2008Q1
86.5,Selbständige,> Baugewerbe/Bau,2008Q2
90.9,Selbständige,> Baugewerbe/Bau,2008Q3
99.6,Selbständige,> Baugewerbe/Bau,2008Q4
102.5,Selbständige,> Baugewerbe/Bau,2009Q1
110.2,Selbständige,> Baugewerbe/Bau,2009Q2
120.8,Selbständige,> Baugewerbe/Bau,2009Q3
135.6,Selbständige,> Baugewerbe/Bau,2009Q4
135.2,Selbständige,> Baugewerbe/Bau,2010Q1
147,Selbständige,> Baugewerbe/Bau,2010Q2
163.9,Selbständige,> Baugewerbe/Bau,2010Q3
161.4,Selbständige,> Baugewerbe/Bau,2010Q4
165.2,Selbständige,> Baugewerbe/Bau,2011Q1
165.4,Selbständige,> Baugewerbe/Bau,2011Q2
171.2,Selbständige,> Baugewerbe/Bau,2011Q3
175.6,Selbständige,> Baugewerbe/Bau,2011Q4
189.2,Selbständige,> Baugewerbe/Bau,2012Q1
191.5,Selbständige,> Baugewerbe/Bau,2012Q2
204,Selbständige,> Baugewerbe/Bau,2012Q3
214.8,Selbständige,> Baugewerbe/Bau,2012Q4
222.2,Selbständige,> Baugewerbe/Bau,2013Q1
240.6,Selbständige,> Baugewerbe/Bau,2013Q2
251.6,Selbständige,> Baugewerbe/Bau,2013Q3
258.5,Selbständige,> Baugewerbe/Bau,2013Q4
266.9,Selbständige,> Baugewerbe/Bau,2014Q1
266.9,Selbständige,> Baugewerbe/Bau,2014Q2
279.3,Selbständige,> Baugewerbe/Bau,2014Q3
276.7,Selbständige,> Baugewerbe/Bau,2014Q4
287.9,Selbständige,> Baugewerbe/Bau,2015Q1
284.7,Selbständige,> Baugewerbe/Bau,2015Q2
279.2,Selbständige,> Baugewerbe/Bau,2015Q3
280.3,Selbständige,> Baugewerbe/Bau,2015Q4
289.2,Selbständige,> Baugewerbe/Bau,2016Q1
285,Selbständige,> Baugewerbe/Bau,2016Q2
285.6,Selbständige,> Baugewerbe/Bau,2016Q3
0,Selbständige,..... Hoch- und Tiefbau,2002Q1
0,Selbständige,..... Hoch- und Tiefbau,2002Q2
0.9,Selbständige,..... Hoch- und Tiefbau,2002Q3
1,Selbständige,..... Hoch- und Tiefbau,2002Q4
1.9,Selbständige,..... Hoch- und Tiefbau,2003Q1
1,Selbständige,..... Hoch- und Tiefbau,2003Q2
0,Selbständige,..... Hoch- und Tiefbau,2003Q3
0.9,Selbständige,..... Hoch- und Tiefbau,2003Q4
1.9,Selbständige,..... Hoch- und Tiefbau,2004Q1
6.7,Selbständige,..... Hoch- und Tiefbau,2004Q2
1.8,Selbständige,..... Hoch- und Tiefbau,2004Q3
3.7,Selbständige,..... Hoch- und Tiefbau,2004Q4
1.8,Selbständige,..... Hoch- und Tiefbau,2005Q1
5.4,Selbständige,..... Hoch- und Tiefbau,2005Q2
8.6,Selbständige,..... Hoch- und Tiefbau,2005Q3
13.9,Selbständige,..... Hoch- und Tiefbau,2005Q4
12.9,Selbständige,..... Hoch- und Tiefbau,2006Q1
14.9,Selbständige,..... Hoch- und Tiefbau,2006Q2
16.8,Selbständige,..... Hoch- und Tiefbau,2006Q3
11.1,Selbständige,..... Hoch- und Tiefbau,2006Q4
19.3,Selbständige,..... Hoch- und Tiefbau,2007Q1
24.4,Selbständige,..... Hoch- und Tiefbau,2007Q2
13,Selbständige,..... Hoch- und Tiefbau,2007Q3
20.5,Selbständige,..... Hoch- und Tiefbau,2007Q4
22,Selbständige,..... Hoch- und Tiefbau,2008Q1
23.9,Selbständige,..... Hoch- und Tiefbau,2008Q2
37.6,Selbständige,..... Hoch- und Tiefbau,2008Q3
33.8,Selbständige,..... Hoch- und Tiefbau,2008Q4
33.5,Selbständige,..... Hoch- und Tiefbau,2009Q1
38.4,Selbständige,..... Hoch- und Tiefbau,2009Q2
46.6,Selbständige,..... Hoch- und Tiefbau,2009Q3
50,Selbständige,..... Hoch- und Tiefbau,2009Q4
44,Selbständige,..... Hoch- und Tiefbau,2010Q1
44.9,Selbständige,..... Hoch- und Tiefbau,2010Q2
58.6,Selbständige,..... Hoch- und Tiefbau,2010Q3
54.2,Selbständige,..... Hoch- und Tiefbau,2010Q4
62.6,Selbständige,..... Hoch- und Tiefbau,2011Q1
54.7,Selbständige,..... Hoch- und Tiefbau,2011Q2
56,Selbständige,..... Hoch- und Tiefbau,2011Q3
65.7,Selbständige,..... Hoch- und Tiefbau,2011Q4
69.6,Selbständige,..... Hoch- und Tiefbau,2012Q1
48.5,Selbständige,..... Hoch- und Tiefbau,2012Q2
66.5,Selbständige,..... Hoch- und Tiefbau,2012Q3
76.2,Selbständige,..... Hoch- und Tiefbau,2012Q4
88,Selbständige,..... Hoch- und Tiefbau,2013Q1
86.1,Selbständige,..... Hoch- und Tiefbau,2013Q2
87.7,Selbständige,..... Hoch- und Tiefbau,2013Q3
75.8,Selbständige,..... Hoch- und Tiefbau,2013Q4
106.5,Selbständige,..... Hoch- und Tiefbau,2014Q1
83.4,Selbständige,..... Hoch- und Tiefbau,2014Q2
91.8,Selbständige,..... Hoch- und Tiefbau,2014Q3
77,Selbständige,..... Hoch- und Tiefbau,2014Q4
98.6,Selbständige,..... Hoch- und Tiefbau,2015Q1
96.1,Selbständige,..... Hoch- und Tiefbau,2015Q2
98.1,Selbständige,..... Hoch- und Tiefbau,2015Q3
106.3,Selbständige,..... Hoch- und Tiefbau,2015Q4
106.5,Selbständige,..... Hoch- und Tiefbau,2016Q1
104.1,Selbständige,..... Hoch- und Tiefbau,2016Q2
101.4,Selbständige,..... Hoch- und Tiefbau,2016Q3
0,Selbständige,..... Sonstiges Baugewerbe,2002Q1
0,Selbständige,..... Sonstiges Baugewerbe,2002Q2
1.9,Selbständige,..... Sonstiges Baugewerbe,2002Q3
2.8,Selbständige,..... Sonstiges Baugewerbe,2002Q4
2.8,Selbständige,..... Sonstiges Baugewerbe,2003Q1
2.8,Selbständige,..... Sonstiges Baugewerbe,2003Q2
3.9,Selbständige,..... Sonstiges Baugewerbe,2003Q3
4.8,Selbständige,..... Sonstiges Baugewerbe,2003Q4
4.8,Selbständige,..... Sonstiges Baugewerbe,2004Q1
1.9,Selbständige,..... Sonstiges Baugewerbe,2004Q2
8.4,Selbständige,..... Sonstiges Baugewerbe,2004Q3
9.3,Selbständige,..... Sonstiges Baugewerbe,2004Q4
9.3,Selbständige,..... Sonstiges Baugewerbe,2005Q1
13.4,Selbständige,..... Sonstiges Baugewerbe,2005Q2
17.3,Selbständige,..... Sonstiges Baugewerbe,2005Q3
12.2,Selbständige,..... Sonstiges Baugewerbe,2005Q4
17.9,Selbständige,..... Sonstiges Baugewerbe,2006Q1
17.1,Selbständige,..... Sonstiges Baugewerbe,2006Q2
19.7,Selbständige,..... Sonstiges Baugewerbe,2006Q3
27.3,Selbständige,..... Sonstiges Baugewerbe,2006Q4
26.6,Selbständige,..... Sonstiges Baugewerbe,2007Q1
25.7,Selbständige,..... Sonstiges Baugewerbe,2007Q2
42.6,Selbständige,..... Sonstiges Baugewerbe,2007Q3
38.8,Selbständige,..... Sonstiges Baugewerbe,2007Q4
50.6,Selbständige,..... Sonstiges Baugewerbe,2008Q1
62.6,Selbständige,..... Sonstiges Baugewerbe,2008Q2
53.2,Selbständige,..... Sonstiges Baugewerbe,2008Q3
65.7,Selbständige,..... Sonstiges Baugewerbe,2008Q4
69.1,Selbständige,..... Sonstiges Baugewerbe,2009Q1
71.8,Selbständige,..... Sonstiges Baugewerbe,2009Q2
74.2,Selbständige,..... Sonstiges Baugewerbe,2009Q3
85.5,Selbständige,..... Sonstiges Baugewerbe,2009Q4
91.2,Selbständige,..... Sonstiges Baugewerbe,2010Q1
102,Selbständige,..... Sonstiges Baugewerbe,2010Q2
105.3,Selbständige,..... Sonstiges Baugewerbe,2010Q3
107.2,Selbständige,..... Sonstiges Baugewerbe,2010Q4
102.6,Selbständige,..... Sonstiges Baugewerbe,2011Q1
110.7,Selbständige,..... Sonstiges Baugewerbe,2011Q2
115.2,Selbständige,..... Sonstiges Baugewerbe,2011Q3
109.9,Selbständige,..... Sonstiges Baugewerbe,2011Q4
119.7,Selbständige,..... Sonstiges Baugewerbe,2012Q1
143.1,Selbständige,..... Sonstiges Baugewerbe,2012Q2
137.5,Selbständige,..... Sonstiges Baugewerbe,2012Q3
138.7,Selbständige,..... Sonstiges Baugewerbe,2012Q4
134.2,Selbständige,..... Sonstiges Baugewerbe,2013Q1
154.5,Selbständige,..... Sonstiges Baugewerbe,2013Q2
163.9,Selbständige,..... Sonstiges Baugewerbe,2013Q3
182.6,Selbständige,..... Sonstiges Baugewerbe,2013Q4
160.4,Selbständige,..... Sonstiges Baugewerbe,2014Q1
183.5,Selbständige,..... Sonstiges Baugewerbe,2014Q2
187.5,Selbständige,..... Sonstiges Baugewerbe,2014Q3
199.8,Selbständige,..... Sonstiges Baugewerbe,2014Q4
189.3,Selbständige,..... Sonstiges Baugewerbe,2015Q1
188.6,Selbständige,..... Sonstiges Baugewerbe,2015Q2
181,Selbständige,..... Sonstiges Baugewerbe,2015Q3
174,Selbständige,..... Sonstiges Baugewerbe,2015Q4
182.6,Selbständige,..... Sonstiges Baugewerbe,2016Q1
180.9,Selbständige,..... Sonstiges Baugewerbe,2016Q2
184.1,Selbständige,..... Sonstiges Baugewerbe,2016Q3
0,Selbständige,- Tertiärsektor,2002Q1
1.9,Selbständige,- Tertiärsektor,2002Q2
14.8,Selbständige,- Tertiärsektor,2002Q3
43.2,Selbständige,- Tertiärsektor,2002Q4
76.9,Selbständige,- Tertiärsektor,2003Q1
113.7,Selbständige,- Tertiärsektor,2003Q2
131.4,Selbständige,- Tertiärsektor,2003Q3
130.3,Selbständige,- Tertiärsektor,2003Q4
144.4,Selbständige,- Tertiärsektor,2004Q1
175.4,Selbständige,- Tertiärsektor,2004Q2
225.3,Selbständige,- Tertiärsektor,2004Q3
246.4,Selbständige,- Tertiärsektor,2004Q4
268.7,Selbständige,- Tertiärsektor,2005Q1
286.3,Selbständige,- Tertiärsektor,2005Q2
293.3,Selbständige,- Tertiärsektor,2005Q3
305.1,Selbständige,- Tertiärsektor,2005Q4
343.5,Selbständige,- Tertiärsektor,2006Q1
379.5,Selbständige,- Tertiärsektor,2006Q2
413.8,Selbständige,- Tertiärsektor,2006Q3
434.3,Selbständige,- Tertiärsektor,2006Q4
454.8,Selbständige,- Tertiärsektor,2007Q1
507.3,Selbständige,- Tertiärsektor,2007Q2
544.4,Selbständige,- Tertiärsektor,2007Q3
585.6,Selbständige,- Tertiärsektor,2007Q4
636.1,Selbständige,- Tertiärsektor,2008Q1
696,Selbständige,- Tertiärsektor,2008Q2
752.3,Selbständige,- Tertiärsektor,2008Q3
799.9,Selbständige,- Tertiärsektor,2008Q4
880.3,Selbständige,- Tertiärsektor,2009Q1
955.7,Selbständige,- Tertiärsektor,2009Q2
999.7,Selbständige,- Tertiärsektor,2009Q3
1073.3,Selbständige,- Tertiärsektor,2009Q4
1141.8,Selbständige,- Tertiärsektor,2010Q1
1200.5,Selbständige,- Tertiärsektor,2010Q2
1246.3,Selbständige,- Tertiärsektor,2010Q3
1299.7,Selbständige,- Tertiärsektor,2010Q4
1348.8,Selbständige,- Tertiärsektor,2011Q1
1410.2,Selbständige,- Tertiärsektor,2011Q2
1466.1,Selbständige,- Tertiärsektor,2011Q3
1526.6,Selbständige,- Tertiärsektor,2011Q4
1619.9,Selbständige,- Tertiärsektor,2012Q1
1698.5,Selbständige,- Tertiärsektor,2012Q2
1785.6,Selbständige,- Tertiärsektor,2012Q3
1872.4,Selbständige,- Tertiärsektor,2012Q4
1972.8,Selbständige,- Tertiärsektor,2013Q1
2083.5,Selbständige,- Tertiärsektor,2013Q2
2180.4,Selbständige,- Tertiärsektor,2013Q3
2232.3,Selbständige,- Tertiärsektor,2013Q4
2311,Selbständige,- Tertiärsektor,2014Q1
2379.8,Selbständige,- Tertiärsektor,2014Q2
2383.2,Selbständige,- Tertiärsektor,2014Q3
2418.3,Selbständige,- Tertiärsektor,2014Q4
2438.3,Selbständige,- Tertiärsektor,2015Q1
2461,Selbständige,- Tertiärsektor,2015Q2
2487.7,Selbständige,- Tertiärsektor,2015Q3
2564.6,Selbständige,- Tertiärsektor,2015Q4
2630.1,Selbständige,- Tertiärsektor,2016Q1
2684.9,Selbständige,- Tertiärsektor,2016Q2
2738.7,Selbständige,- Tertiärsektor,2016Q3
0,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q1
1,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q2
3.8,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q3
9.5,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2002Q4
20.1,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q1
27.6,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q2
29.6,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q3
30.5,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2003Q4
39.2,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q1
43.1,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q2
50,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q3
50.5,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2004Q4
54.6,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q1
60.4,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q2
63.9,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q3
62.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2005Q4
65.4,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q1
74.6,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q2
73.5,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q3
77.9,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2006Q4
78,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q1
84,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q2
94.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q3
95.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2007Q4
99.1,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q1
103,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q2
108.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q3
109,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2008Q4
118.6,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q1
129.5,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q2
134.8,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q3
147.4,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2009Q4
159.1,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q1
166.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q2
173.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q3
179.7,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2010Q4
179.4,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q1
183.5,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q2
189.5,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q3
195.2,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2011Q4
206.8,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q1
207.2,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q2
217.9,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q3
229,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2012Q4
238.1,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q1
251.7,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q2
247.4,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q3
245.7,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2013Q4
247.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q1
264.9,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q2
262.2,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q3
266.3,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2014Q4
275,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q1
