Wert,Erwerbsstatus,Wirtschaftsabschnitt,Quartal
276,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q2
278,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q3
274.2,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2015Q4
273.9,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2016Q1
278.7,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2016Q2
280.7,Selbständige,"> Handel, Instandhaltung und Reparatur von Motorfahrzeuge",2016Q3
0,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2002Q1
0,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2002Q2
0,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2002Q3
1.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2002Q4
1.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2003Q1
4.8,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2003Q2
1.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2003Q3
5.8,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2003Q4
6.7,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2004Q1
6.7,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2004Q2
1.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2004Q3
6.5,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2004Q4
6.4,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2005Q1
6.3,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2005Q2
10.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2005Q3
11.7,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2005Q4
10.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2006Q1
8,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2006Q2
12.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2006Q3
14.4,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2006Q4
9.1,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2007Q1
7.3,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2007Q2
14.7,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2007Q3
12.7,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2007Q4
14.5,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2008Q1
11.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2008Q2
11.7,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2008Q3
14.4,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2008Q4
9.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2009Q1
21.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2009Q2
17.2,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2009Q3
16.2,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2009Q4
17.1,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2010Q1
22.5,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2010Q2
26.2,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2010Q3
23.8,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2010Q4
19.8,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2011Q1
23.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2011Q2
29.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2011Q3
21.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2011Q4
34.8,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2012Q1
28.1,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2012Q2
31,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2012Q3
27.4,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2012Q4
34.4,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2013Q1
35,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2013Q2
31.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2013Q3
31.5,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2013Q4
27.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2014Q1
31.7,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2014Q2
33.4,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2014Q3
42.2,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2014Q4
32.9,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2015Q1
32.1,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2015Q2
36.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2015Q3
32.4,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2015Q4
35.6,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2016Q1
33.5,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2016Q2
39.5,Selbständige,..... Handel und Reparatur von Motorfahrzeugen,2016Q3
0,Selbständige,..... Grosshandel,2002Q1
0,Selbständige,..... Grosshandel,2002Q2
0.9,Selbständige,..... Grosshandel,2002Q3
2.8,Selbständige,..... Grosshandel,2002Q4
5.7,Selbständige,..... Grosshandel,2003Q1
9.4,Selbständige,..... Grosshandel,2003Q2
9.4,Selbständige,..... Grosshandel,2003Q3
12.2,Selbständige,..... Grosshandel,2003Q4
11.4,Selbständige,..... Grosshandel,2004Q1
17,Selbständige,..... Grosshandel,2004Q2
19.9,Selbständige,..... Grosshandel,2004Q3
17.9,Selbständige,..... Grosshandel,2004Q4
20.4,Selbständige,..... Grosshandel,2005Q1
23.9,Selbständige,..... Grosshandel,2005Q2
24.6,Selbständige,..... Grosshandel,2005Q3
21.2,Selbständige,..... Grosshandel,2005Q4
22.7,Selbständige,..... Grosshandel,2006Q1
24.7,Selbständige,..... Grosshandel,2006Q2
23.5,Selbständige,..... Grosshandel,2006Q3
24.4,Selbständige,..... Grosshandel,2006Q4
25.5,Selbständige,..... Grosshandel,2007Q1
27.4,Selbständige,..... Grosshandel,2007Q2
25.6,Selbständige,..... Grosshandel,2007Q3
29.5,Selbständige,..... Grosshandel,2007Q4
30.7,Selbständige,..... Grosshandel,2008Q1
33.5,Selbständige,..... Grosshandel,2008Q2
37.7,Selbständige,..... Grosshandel,2008Q3
36,Selbständige,..... Grosshandel,2008Q4
40.6,Selbständige,..... Grosshandel,2009Q1
43.3,Selbständige,..... Grosshandel,2009Q2
44,Selbständige,..... Grosshandel,2009Q3
49.4,Selbständige,..... Grosshandel,2009Q4
53.3,Selbständige,..... Grosshandel,2010Q1
53.8,Selbständige,..... Grosshandel,2010Q2
57.7,Selbständige,..... Grosshandel,2010Q3
58.7,Selbständige,..... Grosshandel,2010Q4
59.2,Selbständige,..... Grosshandel,2011Q1
60.1,Selbständige,..... Grosshandel,2011Q2
59.8,Selbständige,..... Grosshandel,2011Q3
62.7,Selbständige,..... Grosshandel,2011Q4
61.8,Selbständige,..... Grosshandel,2012Q1
67.3,Selbständige,..... Grosshandel,2012Q2
71.2,Selbständige,..... Grosshandel,2012Q3
79,Selbständige,..... Grosshandel,2012Q4
83.5,Selbständige,..... Grosshandel,2013Q1
89.2,Selbständige,..... Grosshandel,2013Q2
86.7,Selbständige,..... Grosshandel,2013Q3
87.1,Selbständige,..... Grosshandel,2013Q4
92.5,Selbständige,..... Grosshandel,2014Q1
92.8,Selbständige,..... Grosshandel,2014Q2
94.4,Selbständige,..... Grosshandel,2014Q3
98.2,Selbständige,..... Grosshandel,2014Q4
98.9,Selbständige,..... Grosshandel,2015Q1
100.4,Selbständige,..... Grosshandel,2015Q2
96.6,Selbständige,..... Grosshandel,2015Q3
100.8,Selbständige,..... Grosshandel,2015Q4
96.8,Selbständige,..... Grosshandel,2016Q1
100.1,Selbständige,..... Grosshandel,2016Q2
99.7,Selbständige,..... Grosshandel,2016Q3
0,Selbständige,..... Detailhandel,2002Q1
1,Selbständige,..... Detailhandel,2002Q2
2.9,Selbständige,..... Detailhandel,2002Q3
4.8,Selbständige,..... Detailhandel,2002Q4
12.4,Selbständige,..... Detailhandel,2003Q1
13.4,Selbständige,..... Detailhandel,2003Q2
18.2,Selbständige,..... Detailhandel,2003Q3
12.5,Selbständige,..... Detailhandel,2003Q4
21.1,Selbständige,..... Detailhandel,2004Q1
19.3,Selbständige,..... Detailhandel,2004Q2
28.2,Selbständige,..... Detailhandel,2004Q3
26.1,Selbständige,..... Detailhandel,2004Q4
27.8,Selbständige,..... Detailhandel,2005Q1
30.2,Selbständige,..... Detailhandel,2005Q2
28.7,Selbständige,..... Detailhandel,2005Q3
29.5,Selbständige,..... Detailhandel,2005Q4
32.1,Selbständige,..... Detailhandel,2006Q1
41.8,Selbständige,..... Detailhandel,2006Q2
37.4,Selbständige,..... Detailhandel,2006Q3
39.1,Selbständige,..... Detailhandel,2006Q4
43.5,Selbständige,..... Detailhandel,2007Q1
49.3,Selbständige,..... Detailhandel,2007Q2
54,Selbständige,..... Detailhandel,2007Q3
53.1,Selbständige,..... Detailhandel,2007Q4
53.9,Selbständige,..... Detailhandel,2008Q1
57.6,Selbständige,..... Detailhandel,2008Q2
58.9,Selbständige,..... Detailhandel,2008Q3
58.6,Selbständige,..... Detailhandel,2008Q4
68.1,Selbständige,..... Detailhandel,2009Q1
64.6,Selbständige,..... Detailhandel,2009Q2
73.6,Selbständige,..... Detailhandel,2009Q3
81.8,Selbständige,..... Detailhandel,2009Q4
88.6,Selbständige,..... Detailhandel,2010Q1
89.9,Selbständige,..... Detailhandel,2010Q2
89.3,Selbständige,..... Detailhandel,2010Q3
97.2,Selbständige,..... Detailhandel,2010Q4
100.4,Selbständige,..... Detailhandel,2011Q1
99.8,Selbständige,..... Detailhandel,2011Q2
100,Selbständige,..... Detailhandel,2011Q3
110.5,Selbständige,..... Detailhandel,2011Q4
110.2,Selbständige,..... Detailhandel,2012Q1
111.8,Selbständige,..... Detailhandel,2012Q2
115.7,Selbständige,..... Detailhandel,2012Q3
122.7,Selbständige,..... Detailhandel,2012Q4
120.1,Selbständige,..... Detailhandel,2013Q1
127.5,Selbständige,..... Detailhandel,2013Q2
129.1,Selbständige,..... Detailhandel,2013Q3
127,Selbständige,..... Detailhandel,2013Q4
126.9,Selbständige,..... Detailhandel,2014Q1
140.4,Selbständige,..... Detailhandel,2014Q2
134.4,Selbständige,..... Detailhandel,2014Q3
125.9,Selbständige,..... Detailhandel,2014Q4
143.2,Selbständige,..... Detailhandel,2015Q1
143.5,Selbständige,..... Detailhandel,2015Q2
144.8,Selbständige,..... Detailhandel,2015Q3
141,Selbständige,..... Detailhandel,2015Q4
141.6,Selbständige,..... Detailhandel,2016Q1
145,Selbständige,..... Detailhandel,2016Q2
141.5,Selbständige,..... Detailhandel,2016Q3
0,Selbständige,> Verkehr und Lagerei,2002Q1
0,Selbständige,> Verkehr und Lagerei,2002Q2
0,Selbständige,> Verkehr und Lagerei,2002Q3
1.9,Selbständige,> Verkehr und Lagerei,2002Q4
1.9,Selbständige,> Verkehr und Lagerei,2003Q1
6.7,Selbständige,> Verkehr und Lagerei,2003Q2
5.7,Selbständige,> Verkehr und Lagerei,2003Q3
4.8,Selbständige,> Verkehr und Lagerei,2003Q4
3.8,Selbständige,> Verkehr und Lagerei,2004Q1
5.7,Selbständige,> Verkehr und Lagerei,2004Q2
4.6,Selbständige,> Verkehr und Lagerei,2004Q3
8.2,Selbständige,> Verkehr und Lagerei,2004Q4
6.3,Selbständige,> Verkehr und Lagerei,2005Q1
8,Selbständige,> Verkehr und Lagerei,2005Q2
9.6,Selbständige,> Verkehr und Lagerei,2005Q3
11.5,Selbständige,> Verkehr und Lagerei,2005Q4
11.4,Selbständige,> Verkehr und Lagerei,2006Q1
11.3,Selbständige,> Verkehr und Lagerei,2006Q2
15.6,Selbständige,> Verkehr und Lagerei,2006Q3
18.4,Selbständige,> Verkehr und Lagerei,2006Q4
17.5,Selbständige,> Verkehr und Lagerei,2007Q1
19.5,Selbständige,> Verkehr und Lagerei,2007Q2
19.9,Selbständige,> Verkehr und Lagerei,2007Q3
21.6,Selbständige,> Verkehr und Lagerei,2007Q4
21.8,Selbständige,> Verkehr und Lagerei,2008Q1
27.1,Selbständige,> Verkehr und Lagerei,2008Q2
31.5,Selbständige,> Verkehr und Lagerei,2008Q3
28.6,Selbständige,> Verkehr und Lagerei,2008Q4
32.1,Selbständige,> Verkehr und Lagerei,2009Q1
37.4,Selbständige,> Verkehr und Lagerei,2009Q2
42.6,Selbständige,> Verkehr und Lagerei,2009Q3
44.7,Selbständige,> Verkehr und Lagerei,2009Q4
50.1,Selbständige,> Verkehr und Lagerei,2010Q1
47.6,Selbständige,> Verkehr und Lagerei,2010Q2
49,Selbständige,> Verkehr und Lagerei,2010Q3
50.1,Selbständige,> Verkehr und Lagerei,2010Q4
54.5,Selbständige,> Verkehr und Lagerei,2011Q1
55.1,Selbständige,> Verkehr und Lagerei,2011Q2
59.7,Selbständige,> Verkehr und Lagerei,2011Q3
56,Selbständige,> Verkehr und Lagerei,2011Q4
65.1,Selbständige,> Verkehr und Lagerei,2012Q1
66.7,Selbständige,> Verkehr und Lagerei,2012Q2
62.7,Selbständige,> Verkehr und Lagerei,2012Q3
69.5,Selbständige,> Verkehr und Lagerei,2012Q4
71.3,Selbständige,> Verkehr und Lagerei,2013Q1
78.3,Selbständige,> Verkehr und Lagerei,2013Q2
81.5,Selbständige,> Verkehr und Lagerei,2013Q3
81.8,Selbständige,> Verkehr und Lagerei,2013Q4
79.3,Selbständige,> Verkehr und Lagerei,2014Q1
83.9,Selbständige,> Verkehr und Lagerei,2014Q2
77.7,Selbständige,> Verkehr und Lagerei,2014Q3
82.3,Selbständige,> Verkehr und Lagerei,2014Q4
74.5,Selbständige,> Verkehr und Lagerei,2015Q1
73.6,Selbständige,> Verkehr und Lagerei,2015Q2
77.8,Selbständige,> Verkehr und Lagerei,2015Q3
81.2,Selbständige,> Verkehr und Lagerei,2015Q4
78.5,Selbständige,> Verkehr und Lagerei,2016Q1
78.1,Selbständige,> Verkehr und Lagerei,2016Q2
80.3,Selbständige,> Verkehr und Lagerei,2016Q3
0,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2002Q1
0,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2002Q2
0,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2002Q3
1.9,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2002Q4
1.9,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2003Q1
5.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2003Q2
5.7,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2003Q3
2.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2003Q4
1.9,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2004Q1
4.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2004Q2
4.6,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2004Q3
6.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2004Q4
6.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2005Q1
6.1,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2005Q2
7.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2005Q3
9.6,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2005Q4
9.5,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2006Q1
8.6,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2006Q2
12.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2006Q3
13.2,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2006Q4
14,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2007Q1
16,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2007Q2
16.2,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2007Q3
17.9,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2007Q4
18.1,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2008Q1
20.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2008Q2
23.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2008Q3
21.4,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2008Q4
25.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2009Q1
29.2,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2009Q2
30.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2009Q3
31.2,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2009Q4
35.5,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2010Q1
34,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2010Q2
35.6,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2010Q3
36,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2010Q4
36.4,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2011Q1
38.5,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2011Q2
39.1,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2011Q3
43.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2011Q4
46,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2012Q1
49.4,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2012Q2
48.5,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2012Q3
48.9,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2012Q4
54,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2013Q1
58.1,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2013Q2
58.6,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2013Q3
58.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2013Q4
58.8,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2014Q1
57.5,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2014Q2
56.5,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2014Q3
58.4,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2014Q4
56.2,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2015Q1
52.4,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2015Q2
53.4,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2015Q3
49.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2015Q4
54.4,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2016Q1
54.3,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2016Q2
55.2,Selbständige,..... Landverkehr und Transport in Rohrfernleitungen,2016Q3
0,Selbständige,..... Schifffahrt und Luftfahrt,2002Q1
0,Selbständige,..... Schifffahrt und Luftfahrt,2002Q2
0,Selbständige,..... Schifffahrt und Luftfahrt,2002Q3
0,Selbständige,..... Schifffahrt und Luftfahrt,2002Q4
0,Selbständige,..... Schifffahrt und Luftfahrt,2003Q1
0,Selbständige,..... Schifffahrt und Luftfahrt,2003Q2
0,Selbständige,..... Schifffahrt und Luftfahrt,2003Q3
1,Selbständige,..... Schifffahrt und Luftfahrt,2003Q4
1,Selbständige,..... Schifffahrt und Luftfahrt,2004Q1
0,Selbständige,..... Schifffahrt und Luftfahrt,2004Q2
0,Selbständige,..... Schifffahrt und Luftfahrt,2004Q3
0.9,Selbständige,..... Schifffahrt und Luftfahrt,2004Q4
0,Selbständige,..... Schifffahrt und Luftfahrt,2005Q1
0,Selbständige,..... Schifffahrt und Luftfahrt,2005Q2
0,Selbständige,..... Schifffahrt und Luftfahrt,2005Q3
0,Selbständige,..... Schifffahrt und Luftfahrt,2005Q4
0,Selbständige,..... Schifffahrt und Luftfahrt,2006Q1
0,Selbständige,..... Schifffahrt und Luftfahrt,2006Q2
0.7,Selbständige,..... Schifffahrt und Luftfahrt,2006Q3
0.7,Selbständige,..... Schifffahrt und Luftfahrt,2006Q4
0.8,Selbständige,..... Schifffahrt und Luftfahrt,2007Q1
1.6,Selbständige,..... Schifffahrt und Luftfahrt,2007Q2
1.8,Selbständige,..... Schifffahrt und Luftfahrt,2007Q3
1.8,Selbständige,..... Schifffahrt und Luftfahrt,2007Q4
0.9,Selbständige,..... Schifffahrt und Luftfahrt,2008Q1
0.9,Selbständige,..... Schifffahrt und Luftfahrt,2008Q2
1.8,Selbständige,..... Schifffahrt und Luftfahrt,2008Q3
0.9,Selbständige,..... Schifffahrt und Luftfahrt,2008Q4
1.8,Selbständige,..... Schifffahrt und Luftfahrt,2009Q1
1.8,Selbständige,..... Schifffahrt und Luftfahrt,2009Q2
3.7,Selbständige,..... Schifffahrt und Luftfahrt,2009Q3
2.8,Selbständige,..... Schifffahrt und Luftfahrt,2009Q4
3.7,Selbständige,..... Schifffahrt und Luftfahrt,2010Q1
3.8,Selbständige,..... Schifffahrt und Luftfahrt,2010Q2
3.7,Selbständige,..... Schifffahrt und Luftfahrt,2010Q3
4.1,Selbständige,..... Schifffahrt und Luftfahrt,2010Q4
5.5,Selbständige,..... Schifffahrt und Luftfahrt,2011Q1
5.6,Selbständige,..... Schifffahrt und Luftfahrt,2011Q2
6.6,Selbständige,..... Schifffahrt und Luftfahrt,2011Q3
6.1,Selbständige,..... Schifffahrt und Luftfahrt,2011Q4
5.5,Selbständige,..... Schifffahrt und Luftfahrt,2012Q1
5.6,Selbständige,..... Schifffahrt und Luftfahrt,2012Q2
5.6,Selbständige,..... Schifffahrt und Luftfahrt,2012Q3
5,Selbständige,..... Schifffahrt und Luftfahrt,2012Q4
6.1,Selbständige,..... Schifffahrt und Luftfahrt,2013Q1
5,Selbständige,..... Schifffahrt und Luftfahrt,2013Q2
6.8,Selbständige,..... Schifffahrt und Luftfahrt,2013Q3
6.2,Selbständige,..... Schifffahrt und Luftfahrt,2013Q4
8.1,Selbständige,..... Schifffahrt und Luftfahrt,2014Q1
9.1,Selbständige,..... Schifffahrt und Luftfahrt,2014Q2
6.2,Selbständige,..... Schifffahrt und Luftfahrt,2014Q3
6.3,Selbständige,..... Schifffahrt und Luftfahrt,2014Q4
6.3,Selbständige,..... Schifffahrt und Luftfahrt,2015Q1
6.3,Selbständige,..... Schifffahrt und Luftfahrt,2015Q2
7.3,Selbständige,..... Schifffahrt und Luftfahrt,2015Q3
6.3,Selbständige,..... Schifffahrt und Luftfahrt,2015Q4
6.4,Selbständige,..... Schifffahrt und Luftfahrt,2016Q1
6.4,Selbständige,..... Schifffahrt und Luftfahrt,2016Q2
